anti90 anti92 anti94 black childage gender hispanic married momage momwork pov90 pov92 pov94 self90 self92 self94
2 4 6 1 9.3333333333 1 0 1 22 1 1 1 1 22 11 12
1 2 0 1 9.1666666667 0 0 0 20 0 0 0 0 21 19 13
0 0 1 1 9.8333333333 1 0 0 20 1 0 0 0 24 20 22
3 3 4 1 8.75 0 0 0 21 1 0 0 0 22 24 24
0 2 2 1 8.5833333333 1 0 0 18 0 0 0 0 12 22 21
0 1 2 1 8.25 0 0 0 19 1 0 0 0 11 23 21
2 3 2 1 9 1 0 0 18 0 0 0 0 16 17 23
4 5 5 1 9.25 0 0 0 21 1 1 1 1 24 21 24
0 1 0 1 9.4166666667 1 0 0 18 0 1 1 0 22 21 24
2 2 1 1 8.25 0 0 0 18 0 0 1 1 16 20 20
2 1 2 1 9.4166666667 1 0 1 22 0 0 0 0 23 20 21
1 1 1 1 8 1 0 0 20 0 0 0 0 24 22 23
2 1 1 1 8.9166666667 1 0 0 17 0 1 1 1 22 22 18
0 1 0 1 8.1666666667 1 0 0 22 0 1 0 0 24 24 21
0 0 0 0 8 1 1 0 21 0 0 0 0 23 18 24
0 0 3 0 9.25 1 1 1 24 0 0 0 0 21 16 23
3 2 2 1 8.5833333333 0 0 1 24 0 1 0 0 17 24 20
4 1 3 1 8.6666666667 1 0 0 24 0 0 0 0 22 17 23
0 1 1 1 8.8333333333 1 0 0 19 1 1 1 1 23 24 21
4 4 4 1 9.5833333333 0 0 1 19 0 1 1 0 22 21 21
0 1 1 1 9.5833333333 0 0 0 16 0 0 0 1 23 23 23
4 4 2 0 8.3333333333 0 1 1 19 1 1 0 0 20 11 19
2 2 4 1 10 1 0 1 22 0 0 0 0 19 22 24
1 1 2 0 8.0833333333 1 1 0 19 0 0 0 0 19 24 20
3 3 4 0 8.9166666667 0 1 0 19 1 1 0 0 20 19 24
0 0 0 0 8.5833333333 1 1 0 20 0 0 0 0 23 23 19
0 0 0 0 9.4166666667 0 1 0 22 0 0 0 0 15 22 20
1 3 1 1 8 1 0 0 19 0 0 0 1 22 12 9
3 2 5 1 9.9166666667 0 0 0 17 1 1 1 1 11 14 17
1 2 5 1 8.8333333333 0 0 0 18 1 1 1 1 21 18 17
0 1 2 0 8.3333333333 1 1 0 18 1 1 1 1 21 23 22
0 0 0 0 9.5 0 1 0 20 1 0 1 1 15 16 14
2 3 1 1 9.3333333333 1 0 0 23 1 0 0 0 24 17 24
2 0 1 0 8.25 0 1 0 22 0 0 0 0 20 24 24
1 0 0 0 8.3333333333 0 1 0 19 0 0 0 0 16 18 24
5 5 1 1 9.5833333333 0 0 0 23 1 0 0 0 24 24 24
2 3 1 0 9.3333333333 1 1 1 23 1 1 1 1 21 24 23
0 0 2 0 8.75 1 1 0 19 1 1 0 0 18 15 14
0 2 2 1 9.8333333333 0 0 0 19 0 0 0 1 19 24 22
3 2 4 0 8.0833333333 1 1 0 21 1 1 1 1 21 17 23
2 1 0 0 8.25 1 1 1 22 1 1 1 1 21 18 24
0 0 1 0 9.3333333333 1 1 0 18 1 1 0 1 24 21 17
0 0 0 0 9.1666666667 1 1 0 18 0 1 0 1 21 24 19
4 5 6 1 9.9166666667 0 0 0 20 1 1 1 1 15 17 24
0 0 0 0 8.75 0 1 0 22 0 0 0 0 13 19 12
3 6 6 0 9.9166666667 0 1 0 20 1 0 0 0 19 17 20
2 3 2 0 8.8333333333 0 1 0 21 1 0 0 0 23 20 22
1 1 2 0 8.0833333333 1 1 1 19 0 1 1 1 17 11 13
0 1 0 0 9.0833333333 1 1 0 22 0 0 0 0 23 23 19
1 0 1 0 8.25 0 1 0 24 1 0 0 1 20 17 20
1 0 2 0 8.25 1 1 0 24 1 0 0 1 18 22 15
1 3 0 0 8.0833333333 1 1 0 20 1 0 1 1 21 23 21
3 3 2 0 8.6666666667 1 1 0 24 0 0 0 0 12 18 21
1 2 1 0 8.25 1 1 0 19 1 1 0 1 22 19 24
2 1 0 0 8.9166666667 0 1 0 21 1 1 1 1 19 15 19
0 0 0 0 9.1666666667 1 1 0 20 0 0 1 0 15 21 16
0 0 0 0 9.9166666667 1 1 0 19 0 0 0 0 19 24 21
0 0 0 0 8.5833333333 1 1 0 23 0 0 0 0 20 16 18
0 0 0 1 8.5833333333 1 0 0 24 0 1 1 1 23 21 24
1 2 2 0 8.3333333333 0 1 0 17 1 0 0 1 19 20 21
3 2 3 0 9.6666666667 1 1 0 17 0 0 0 0 21 18 24
3 3 4 0 8.3333333333 1 1 0 18 0 0 0 0 19 19 17
3 1 2 0 9.1666666667 0 1 0 24 1 1 1 1 17 19 18
4 0 1 0 9.5833333333 0 1 0 20 1 1 1 1 18 16 17
1 0 0 0 10 0 1 1 22 0 0 0 0 22 22 22
1 1 0 0 8.6666666667 1 1 0 19 0 0 0 0 19 23 21
3 3 2 1 8.5833333333 1 0 0 21 0 0 0 0 18 18 24
1 1 4 1 9.5833333333 0 0 0 19 0 0 0 0 17 23 22
0 0 2 1 8.25 1 0 0 21 0 0 0 0 21 23 23
2 1 1 1 8.1666666667 0 0 1 22 0 0 0 0 20 24 21
0 0 0 1 8.5833333333 1 0 0 21 0 0 1 0 24 13 23
4 6 4 1 8.4166666667 1 0 0 23 0 0 0 0 19 23 22
2 0 0 1 8.6666666667 1 0 0 19 0 0 0 0 23 24 23
4 4 5 1 9.75 0 0 0 22 0 0 0 0 22 24 24
2 2 2 1 8.75 0 0 0 18 0 1 1 0 22 24 18
3 1 3 1 9.6666666667 0 0 0 21 0 0 0 0 24 22 24
1 0 2 1 8.5833333333 0 0 0 22 0 0 0 0 16 24 22
1 0 1 1 10 1 0 1 16 0 1 0 0 15 16 14
3 2 2 1 9.5 1 0 0 17 1 1 1 1 13 23 22
0 2 2 0 8.8333333333 0 1 1 17 1 0 1 0 22 20 23
1 0 0 0 8.4166666667 0 1 0 25 0 0 0 0 22 24 24
2 1 2 1 8 1 0 0 17 0 1 1 0 13 14 11
1 0 2 1 9.25 1 0 0 19 0 1 1 1 19 23 24
0 0 0 1 9.0833333333 1 0 0 24 0 0 0 0 24 24 20
0 1 0 0 9.25 1 1 1 20 1 1 1 1 17 12 10
0 1 1 0 8.9166666667 0 1 0 23 1 0 0 0 13 13 19
0 0 0 0 8 0 1 0 20 0 0 0 0 20 23 23
2 4 0 0 8.5833333333 1 1 0 23 0 0 0 0 21 24 24
2 0 0 0 9 0 1 1 19 0 1 0 0 24 23 24
2 2 2 0 8.8333333333 1 1 0 22 0 0 0 0 15 13 10
2 2 2 0 9.5 0 1 0 19 0 0 0 0 20 23 24
0 1 1 0 10 0 1 1 19 0 0 0 0 20 16 19
0 1 5 0 8.9166666667 1 1 0 22 0 0 0 0 23 21 16
0 0 0 0 9.4166666667 1 1 0 16 1 0 1 1 18 19 17
2 4 3 1 9.75 1 0 0 21 0 0 1 1 17 10 15
2 1 2 1 9.4166666667 1 0 0 18 0 1 1 1 24 21 23
0 0 0 1 8.9166666667 1 0 0 18 0 1 1 0 22 24 24
3 2 3 1 9.4166666667 0 0 0 21 0 1 1 1 24 19 22
2 3 3 1 9.0833333333 1 0 0 19 0 1 0 0 20 20 19
6 6 3 1 9.5833333333 1 0 0 21 0 1 0 1 21 19 24
0 0 0 1 9.3333333333 1 0 0 20 1 1 1 1 17 24 24
1 0 2 1 9.75 0 0 0 18 0 1 1 1 11 21 22
4 4 1 1 8.9166666667 0 0 0 19 1 1 1 1 24 19 20
1 2 2 0 8.25 1 1 0 22 1 1 1 1 20 24 20
2 2 2 0 8.8333333333 0 1 1 21 1 1 1 1 21 24 22
0 0 0 0 9.6666666667 0 1 1 20 0 0 0 0 22 24 24
0 0 0 0 8.1666666667 0 1 1 21 0 0 0 0 24 24 24
1 1 1 0 8.0833333333 0 1 0 19 0 0 0 0 12 19 24
1 2 1 0 9 0 1 0 18 1 1 1 0 22 24 23
1 0 1 1 9.1666666667 1 0 0 23 0 0 0 0 24 21 18
3 2 3 1 8.9166666667 0 0 0 21 0 0 0 0 24 24 24
1 0 1 1 8.5833333333 1 0 1 24 0 0 0 0 21 24 24
0 2 0 1 9.75 1 0 1 21 0 0 1 1 12 21 18
0 0 0 1 8.25 0 0 1 23 0 0 1 1 14 20 24
0 0 1 0 8.5833333333 0 1 0 23 0 0 0 0 22 23 24
2 2 1 1 9.75 0 0 0 20 0 0 0 0 17 20 22
4 1 2 1 8.5833333333 1 0 0 25 0 0 0 0 22 24 18
0 1 0 0 8.0833333333 0 1 0 25 0 0 0 0 24 22 23
1 1 0 0 9.9166666667 1 1 0 16 1 0 0 0 24 21 24
1 4 4 0 8.4166666667 0 1 0 18 1 0 0 0 23 17 19
1 1 0 1 8.0833333333 1 0 0 21 1 1 1 1 19 24 21
1 1 2 0 8.5 1 1 0 22 0 0 0 0 21 21 21
0 2 3 0 8.5 1 1 0 22 1 0 0 1 22 20 22
0 0 0 0 8.75 1 1 0 17 1 0 0 0 21 24 24
0 0 0 1 10 1 0 1 18 0 0 1 1 23 24 22
3 4 3 1 8.3333333333 1 0 1 18 0 1 1 0 19 21 23
6 5 5 0 9 0 1 0 21 1 1 1 1 17 20 24
2 1 4 1 9.4166666667 0 0 0 21 0 0 0 0 22 22 17
3 2 0 0 8.6666666667 1 1 0 19 1 0 0 0 18 24 24
0 0 3 0 9.75 1 1 0 20 0 0 0 0 24 23 16
1 2 1 0 9.9166666667 1 1 0 23 0 0 0 0 21 22 21
2 4 4 0 9.5 0 1 0 18 1 1 1 1 12 16 18
1 0 1 0 8.75 1 1 0 23 0 0 0 0 22 13 20
2 1 1 0 8.4166666667 0 1 0 23 0 0 0 0 20 21 20
1 0 1 0 8.6666666667 1 1 0 19 0 0 1 0 21 24 18
4 2 2 0 8.6666666667 1 1 0 19 0 0 0 0 20 24 19
3 3 3 0 9.5833333333 1 1 0 23 0 0 0 0 24 23 19
1 0 2 0 8.9166666667 0 1 0 24 0 0 0 0 22 18 21
3 0 3 0 8.3333333333 0 1 1 23 0 0 1 1 20 18 15
1 2 2 1 9.5 1 0 0 21 1 1 1 1 20 23 19
1 3 4 0 10 1 1 0 16 0 1 1 1 19 17 16
0 2 1 0 9.1666666667 0 1 0 20 0 0 0 0 18 15 23
1 1 0 1 8.9166666667 1 0 1 23 1 0 0 1 23 19 19
1 2 0 0 9.0833333333 0 1 1 21 0 0 0 0 21 17 18
2 2 4 0 9.25 0 1 1 17 1 1 1 1 18 14 15
2 1 2 0 9 0 1 0 24 1 1 1 1 16 23 22
3 2 1 0 8 1 1 0 25 1 1 1 1 17 19 23
1 1 1 0 9.5833333333 0 1 0 20 1 1 0 0 22 18 19
0 0 0 0 8.75 0 1 0 24 0 0 0 0 24 24 24
1 2 0 1 8 1 0 0 20 0 0 0 0 19 24 23
2 2 0 1 8.8333333333 1 0 0 23 0 0 0 0 17 17 23
0 0 0 1 9.5833333333 0 0 0 20 1 0 0 0 23 21 24
1 3 1 1 9.8333333333 1 0 0 19 1 0 1 0 16 11 16
1 0 0 1 8.25 1 0 1 20 0 0 1 1 24 22 24
1 0 0 1 9.25 1 0 1 18 0 0 0 1 20 24 24
3 0 0 1 9.5833333333 0 0 0 18 0 0 1 1 24 24 21
0 0 0 1 9.1666666667 1 0 0 20 0 0 1 0 16 24 21
0 1 4 1 8.25 1 0 1 18 0 0 0 0 24 24 22
0 1 2 0 9.6666666667 1 1 1 23 0 0 0 0 24 17 22
1 3 1 0 8.25 0 1 1 22 0 0 1 1 24 24 21
0 1 4 1 8.3333333333 1 0 0 22 1 1 1 1 23 22 23
0 1 3 0 9.0833333333 0 0 0 22 0 0 0 0 22 23 22
1 2 1 1 8.0833333333 0 0 1 24 1 0 0 0 19 19 22
0 1 1 0 8.3333333333 0 0 0 22 0 0 0 0 9 15 16
4 0 5 1 10 0 0 0 18 0 1 1 1 24 24 24
1 2 2 0 9.4166666667 0 1 0 17 1 0 1 1 21 18 24
4 2 5 0 8.0833333333 1 0 0 18 0 1 0 0 18 11 16
1 2 3 0 8.4166666667 1 0 0 20 1 0 0 0 20 21 22
2 3 1 0 9.4166666667 1 0 1 18 0 0 0 0 24 22 23
4 3 1 0 8 0 0 1 19 0 0 0 0 14 20 19
2 2 1 0 8.75 1 0 1 17 1 0 1 0 15 19 21
0 0 3 0 8.5 0 0 0 21 0 0 0 0 23 24 19
4 4 4 0 8 0 0 0 20 1 0 0 0 20 15 24
2 2 2 0 9 1 0 0 22 0 0 0 0 24 19 19
2 1 3 1 9 1 0 0 19 0 1 1 1 15 16 9
3 1 2 0 9.0833333333 0 1 0 24 1 0 1 1 24 16 23
1 0 1 0 8.1666666667 0 1 1 20 1 1 1 1 20 17 16
1 1 3 0 9.0833333333 1 0 1 20 0 1 1 1 19 21 24
0 0 0 0 8.3333333333 1 0 0 21 0 0 0 0 22 19 18
3 5 3 0 9.4166666667 0 1 0 20 1 0 0 0 14 21 24
3 2 1 0 8.5 0 1 0 21 1 0 0 0 17 18 23
0 0 1 0 9.8333333333 0 0 1 18 0 1 0 0 24 23 21
1 1 0 0 9.1666666667 0 0 0 21 0 0 0 0 17 14 20
2 3 1 1 8.25 0 0 0 20 1 1 1 1 17 19 21
2 3 1 1 8.25 0 0 0 20 1 1 1 1 24 23 24
4 3 2 1 9.0833333333 1 0 0 24 1 0 1 1 16 14 22
1 4 0 1 8 1 0 0 25 1 0 1 1 19 14 13
3 0 0 0 8.75 0 1 0 20 1 1 1 0 15 13 22
0 0 0 0 9.4166666667 1 1 0 18 1 0 0 0 18 14 19
2 0 1 1 8.0833333333 1 0 1 19 0 0 1 0 18 20 21
2 1 1 0 8.5 0 1 0 21 0 0 0 0 21 23 22
1 0 0 1 9.6666666667 0 0 0 20 0 1 1 0 21 20 18
