lwage1 lwage2 lwage3 lwage4 lwage5 mar1 mar2 mar3 mar4 mar5 male edu1 edu2 edu3 edu4 edu5 urb1 urb2 urb3 urb4 urb5
1.7544037 2.3112721 2.7114346 2.7465765 2.6552131 1 1 1 1 1 0 14 14 14 14 14 0 0 0 0 0
1.5040774 1.9728968 1.755923 1.6694461 1.7639312 0 0 0 0 0 0 12 12 12 12 12 0 0 0 0 0
1.8325815 1.8675363 1.8692518 1.7561778 1.7773943 1 1 1 0 1 1 12 12 12 12 12 0 0 0 0 0
1.3862944 1.3442882 1.4666398 1.2061316 1.3748966 0 0 0 0 0 0 12 12 12 12 12 0 0 0 0 0
.95935017 1.4049128 1.0611746 1.4938136 1.1062907 0 0 0 0 0 0 9 9 9 9 9 1 1 1 1 1
1.2089603 1.1669542 1.1323019 1.6827797 1.7081892 0 0 0 1 1 1 12 12 12 12 12 1 1 1 1 1
1.7766458 1.5266098 1.755923 1.9085687 1.7034007 0 0 0 0 0 0 12 12 12 12 12 1 1 1 1 1
0 1.5451862 1.5105339 1.5539676 1.5935858 1 1 1 1 1 0 6 6 6 6 6 1 1 1 1 1
1.178655 1.1669542 1.1323019 1.093336 1.1655464 0 0 0 0 0 0 12 13 14 14 15 1 1 1 0 0
1.6094379 2.4029462 2.258394 2.3371034 1.4289639 1 1 1 1 1 0 16 16 16 16 16 0 0 0 0 0
1.3217559 1.7089313 1.6948984 1.8115398 1.6625787 0 0 0 0 1 1 12 12 12 12 12 1 1 1 0 1
1.5260563 1.6627419 1.5815697 2.041935 1.4394352 0 0 0 0 0 0 16 16 16 16 16 1 1 1 1 0
1.5040774 1.7497534 1.5327796 1.7939181 1.8238468 0 0 0 0 1 1 12 12 12 13 13 1 1 0 1 1
-1.0788096 1.5533328 1.54273 1.6035645 1.5366375 1 0 0 0 0 0 12 12 12 12 12 1 1 0 0 0
1.974081 2.0596859 2.3139377 2.3379638 2.4742494 0 0 0 0 0 1 13 13 13 13 13 1 1 1 1 1
1.9657128 2.2113888 2.4490702 2.2886143 2.2668946 0 0 0 0 0 1 10 10 10 10 10 1 1 1 1 1
1.5040774 1.5161384 1.5623384 1.0630306 1.1925751 0 0 0 0 0 1 9 9 9 9 9 1 1 1 1 1
1.6826884 1.7363303 1.7905177 1.9268939 1.9882789 1 1 1 1 1 0 12 12 12 12 12 1 1 1 1 1
1.9459101 2.1316085 2.1913352 2.2555535 2.3079352 0 0 0 1 1 0 16 16 16 16 16 1 1 1 0 0
1.7263316 .82088369 1.5584474 1.7169572 1.7699372 0 0 0 0 0 0 14 14 14 14 14 1 1 1 1 1
1.7917595 2.1955068 2.1205664 2.1356676 2.3965478 1 1 0 0 0 1 12 12 12 12 12 1 1 1 1 0
1.4182774 1.5674317 1.6280898 1.8667555 1.9502608 1 1 1 1 1 1 12 12 12 12 12 1 1 1 0 1
-.77652878 1.1669542 1.1761047 1.1371386 1.1925751 0 0 0 0 0 0 12 12 12 12 12 0 0 0 1 1
1.7917595 2.0374353 2.1205664 2.0816002 2.1221111 1 1 1 0 0 1 12 12 12 12 12 1 1 1 1 1
1.6695918 1.6350904 1.6496732 1.7008277 1.7379954 1 1 1 1 1 0 12 12 12 12 12 1 1 1 1 1
1.6094379 1.4796928 1.5327796 1.4633543 1.3881419 1 1 1 1 1 1 12 12 12 12 12 0 0 0 0 0
2.6026897 2.5434997 2.3356776 2.1143901 1.3859465 1 1 1 1 1 1 16 17 18 19 20 1 1 1 1 1
1.7917595 1.6162219 1.7151011 1.7169572 1.7426214 1 1 1 1 1 0 12 12 12 12 12 0 0 0 0 0
1.7351891 1.5872343 1.7511115 1.9242965 1.9477576 0 0 0 1 1 0 14 14 14 14 14 0 1 1 1 1
1.2089603 1.7497534 1.8974227 1.9650664 1.9515101 0 1 1 1 1 1 14 15 16 16 17 1 1 1 1 1
1.8809906 1.8420286 2.0311277 2.5198553 2.322686 1 1 1 1 1 1 12 12 12 12 12 1 1 1 1 1
1.704748 1.7613525 1.9382447 1.7437938 2.0834796 0 0 0 0 1 0 12 12 12 12 12 0 0 0 0 0
2.3513753 2.3951099 2.4090812 2.4101043 2.4705415 1 1 1 1 1 1 13 13 13 13 13 0 0 0 0 0
1.6094379 .65114099 1.5327796 1.4425203 1.5755672 0 0 0 0 0 1 11 11 11 11 11 0 0 0 0 0
1.2089603 1.1669542 1.1323019 1.2453523 1.6625787 0 0 0 0 0 1 12 13 14 15 15 1 1 1 1 0
1.9459101 1.903904 1.8692518 1.8302858 1.6147879 0 0 0 0 0 1 12 12 12 12 12 0 1 1 1 0
1.2089603 1.1963681 1.161716 1.1513232 1.1405797 1 1 1 1 1 0 12 12 12 12 12 0 0 0 0 0
1.8500284 1.8032941 1.7951438 1.8374033 1.8124344 0 0 1 1 1 0 12 12 12 12 12 0 0 0 0 0
1.2527629 1.0566062 1.4602089 1.557727 1.3748966 1 1 1 1 1 0 12 12 12 12 12 0 0 0 0 0
1.2383742 1.1366488 1.7462767 1.879076 1.9700634 0 0 1 1 1 1 14 14 14 14 14 0 0 0 0 0
1.9768549 2.0921602 1.9736118 2.3499296 2.3157716 1 1 1 1 1 1 12 12 12 12 12 0 0 0 0 0
1.2669476 .93255353 1.1761047 .80066639 1.0797796 0 0 0 0 0 0 12 12 12 12 12 0 0 0 0 0
1.327075 2.093343 1.911216 1.8817934 1.8857223 1 1 1 1 1 1 16 16 16 16 16 0 0 0 0 0
1.2296406 1.4395984 1.4814863 1.5233724 1.5098161 0 0 1 1 1 1 12 12 12 12 12 0 0 1 1 1
2.0794415 1.2929949 1.5447081 1.8259909 1.8124344 0 0 1 1 1 0 13 13 13 13 13 1 1 1 1 1
1.9473377 2.0486226 2.0843632 1.8992788 1.9015956 1 1 1 1 1 0 16 16 16 16 16 1 1 1 1 1
1.2089603 1.5833051 1.5486529 1.5652035 1.0494742 0 0 0 0 0 1 12 12 12 12 12 0 1 1 0 1
1.137833 1.1669542 1.1323019 1.8027678 2.3965478 0 0 0 0 0 1 12 13 14 15 16 0 0 0 0 1
1.3110319 1.4119469 2.0027833 2.1869607 2.2687144 0 0 0 0 0 0 14 15 16 17 18 1 1 1 1 1
1.3862944 1.3689808 1.4772669 1.4104319 1.4802572 0 0 0 0 0 1 12 12 12 12 12 0 0 0 1 1
1.658228 1.7497534 1.7151011 1.7909508 1.3455822 1 1 1 1 1 1 12 12 12 12 12 0 0 0 0 0
1.2089603 1.1669542 1.1323019 1.093336 1.0797796 0 1 1 1 1 0 12 12 12 12 12 0 0 0 0 0
2.1222615 2.3188479 2.2841957 2.2822709 1.9930807 1 1 1 1 1 1 11 11 11 12 12 0 0 0 0 0
1.7917595 .76446968 1.7951438 1.7561778 .56396639 1 1 1 1 1 1 12 12 12 12 12 0 0 0 0 0
2.1972246 1.3442882 2.2747169 1.9848446 1.8167294 0 0 1 1 1 1 12 12 12 12 12 0 0 0 0 0
1.510722 1.7175745 1.7997487 1.9242965 1.995473 0 0 0 0 0 1 16 16 16 16 16 1 1 1 0 0
1.1969482 1.1669542 1.2583427 1.2453523 1.3455822 1 1 1 1 0 1 9 9 9 9 9 1 1 1 1 1
1.2089603 1.2107568 1.3391948 1.2061316 1.3748966 1 1 1 1 1 0 12 12 12 12 12 1 1 1 1 1
1.3217559 1.3442882 1.4274191 1.388453 1.3748966 0 0 1 1 1 1 8 8 8 8 8 1 1 1 1 1
2.6390574 2.5963366 2.6498864 2.7069442 2.7488935 0 0 0 0 0 1 15 15 15 15 15 1 1 1 1 1
1.6563214 1.6162219 1.4493979 1.4938136 2.2058713 1 1 1 1 1 1 18 18 18 19 19 1 1 1 1 1
1.541159 .93631995 1.018615 -.0022956235 1.0797796 1 1 1 1 1 0 9 9 9 9 9 1 1 1 1 1
1.2527629 1.2797496 1.2450975 1.5520825 1.2188923 0 0 0 1 0 1 12 12 12 12 12 1 1 1 1 1
.98954123 -.38449648 1.5267614 1.4938136 1.4802572 0 0 0 0 1 1 11 12 12 12 12 0 0 0 0 0
1.8325815 1.3442882 1.1323019 1.4938136 1.3748966 1 1 1 1 1 1 9 9 9 9 9 0 0 0 0 0
-.094310649 1.4049128 1.1646103 1.0475265 1.3748966 0 0 0 0 0 0 14 14 15 15 15 0 0 0 0 0
1.4374627 1.4862217 1.4515694 1.229848 1.3455822 1 1 1 1 1 0 12 12 12 12 12 0 0 0 0 0
1.3217559 1.373847 1.309636 1.5707747 1.2571136 1 1 1 1 1 0 12 12 12 12 12 0 0 0 0 0
1.8325815 1.5182415 1.7151011 1.7561778 1.2571136 0 0 0 0 0 1 12 12 12 12 12 0 0 0 0 0
2.6026897 2.0374353 2.3613315 2.3223653 2.3157716 1 1 1 1 1 1 14 14 14 14 14 0 0 0 0 0
1.3428648 1.0227046 1.6335294 1.8115398 2.3473575 1 1 0 0 0 1 7 7 7 7 7 0 0 0 0 0
1.9459101 1.3112483 2.1205664 1.2706701 2.0680437 1 1 1 1 1 1 12 12 12 12 12 0 0 0 0 0
1.6389967 1.5674317 1.0219539 2.0636625 2.6838298 0 0 0 0 0 1 12 12 12 12 12 0 0 0 0 0
1.3217559 1.494861 1.6863586 2.3267229 1.4802572 0 0 0 0 1 1 14 14 14 14 14 0 0 0 0 0
1.9387417 1.3442882 1.1323019 1.7484558 1.7348993 0 1 1 1 0 1 11 11 11 12 12 1 1 1 1 1
1.9810015 1.7497534 2.3795059 1.7422349 1.7271173 0 0 0 0 0 1 12 12 12 12 12 0 1 1 1 1
1.7227666 2.0082641 1.6280898 1.4938136 1.7426214 1 1 1 1 1 1 11 11 11 11 11 0 0 0 0 0
1.3862944 1.039799 1.5043801 1.4016984 1.3432913 0 0 0 0 0 0 12 12 12 12 12 0 0 0 0 0
.22314355 -.32968822 1.1323019 1.2706701 1.0086522 1 1 1 1 1 0 12 12 12 12 12 1 0 0 0 0
1.258461 1.4235613 1.7332684 1.6439562 1.2571136 0 0 0 0 1 0 12 12 12 12 12 1 1 1 1 1
1.2527629 1.1729065 1.2450975 1.3359895 1.8518207 0 0 0 0 0 1 11 11 11 11 11 1 1 1 1 1
1.7227666 1.7497534 1.8988106 1.9242965 2.3565588 0 0 1 1 1 0 14 15 16 16 16 1 1 1 1 1
1.9947003 .93631995 1.8149465 1.2061316 .90043861 0 1 1 1 1 0 12 12 12 12 12 1 1 1 1 1
1.2669476 1.2249414 1.7951438 1.8302858 2.0398729 0 0 0 0 0 0 12 12 12 12 12 1 1 1 0 1
1.9315214 1.9728968 1.8194611 1.8667555 2.0038016 1 1 0 0 0 1 13 13 14 15 15 1 1 1 1 1
2.1747518 2.1224656 1.7151011 1.7561778 1.9651494 1 1 1 1 1 0 12 12 12 12 12 1 1 1 1 1
2.3978953 2.4940689 2.5429249 1.6761352 2.5788693 0 0 1 1 1 0 12 12 12 12 12 1 1 1 1 1
1.453953 1.4049128 1.9736118 2.3767543 2.3689711 0 0 0 0 0 1 14 15 16 16 16 1 1 1 1 1
1.2527629 1.1669542 1.1323019 1.093336 1.91074 0 0 0 0 0 0 12 13 14 15 16 0 0 0 0 1
2.0175662 2.0056868 2.2747169 1.6542302 1.8790332 0 0 0 0 0 1 14 15 16 16 16 1 1 1 1 1
2.141242 2.0992358 2.2889016 2.319742 2.3061855 1 1 1 1 1 0 12 12 12 12 12 1 1 1 1 1
1.6094379 1.3034662 2.0335548 1.8992788 2.3157716 0 0 0 0 1 1 12 12 12 12 12 1 1 1 1 1
1.742219 1.9728968 2.1403689 .41500399 1.6217567 0 0 0 0 0 0 13 13 13 13 13 1 1 1 1 0
1.6094379 1.7905753 1.5327796 1.7909508 1.8655195 0 0 0 0 0 1 12 12 12 12 12 1 1 1 1 1
1.6695918 1.7497534 1.755923 1.6761352 1.6625787 0 0 0 0 0 1 10 10 10 10 10 1 1 1 1 1
1.6094379 2.408999 2.3056617 1.7804952 1.6372608 0 0 0 0 0 1 14 14 15 15 16 1 0 1 0 1
1.8325815 1.6536094 1.9382447 2.0042391 2.259582 0 1 1 1 1 0 16 16 16 16 16 1 1 1 1 1
1.8245493 1.4418685 1.8749498 1.388453 2.0954428 0 0 0 0 0 0 12 12 12 12 12 1 1 1 1 1
2.465554 2.5397248 2.7021608 2.7069442 2.9449005 0 0 0 0 0 1 16 16 16 16 16 0 0 0 0 1
1.7263316 1.631345 1.5525823 1.2706701 1.3011304 0 0 0 0 0 0 15 15 15 15 15 1 1 1 1 0
1.5040774 1.5674317 1.3391948 1.9787058 1.8857223 0 0 0 0 0 1 12 12 12 12 12 1 1 1 1 1
2.2181158 2.2187147 2.2747169 2.30652 2.3828545 1 1 1 1 1 0 12 12 12 12 12 1 1 1 1 1
1.2947272 .87428451 .9565261 1.2453523 1.0797796 0 0 1 1 1 1 10 10 10 10 10 1 1 1 1 1
1.3454723 1.6843255 1.718429 1.7864832 1.7348993 1 1 1 1 1 0 12 12 12 12 12 1 1 1 1 1
1.2947272 1.2249414 1.5910485 1.2706701 1.3059037 0 0 0 0 0 0 11 11 11 11 11 1 1 1 1 1
.62593842 1.7905753 2.2148659 2.5039589 2.5755305 0 0 0 1 1 0 15 16 16 16 16 1 1 1 1 1
2.3978953 2.3338294 2.4090812 2.5529919 2.6346195 0 1 0 0 0 1 16 16 17 18 18 1 1 1 1 1
1.7316556 1.7497534 1.8104113 1.8388207 2.488215 0 0 0 0 0 1 12 12 12 12 12 0 0 0 1 1
2.1972246 2.4235477 2.3499126 2.457751 2.4969361 1 1 1 1 1 1 13 13 13 13 13 1 1 1 1 1
1.8961195 1.8435472 1.8328842 2.0816002 2.0691543 0 0 0 0 0 0 15 16 16 16 16 1 1 1 1 1
2.2115657 2.093343 2.1305165 2.3293281 2.6838298 0 0 0 0 0 1 16 16 16 16 16 1 1 1 1 1
1.8325815 1.673592 2.2259266 2.3625934 2.3490369 0 0 0 0 1 1 16 16 16 16 16 1 1 1 1 1
1.0986123 1.5055563 1.5584474 1.9638172 2.1734042 0 0 0 0 0 1 15 16 16 16 16 1 1 1 1 1
2.4194789 2.9144654 2.8798132 1.4016984 1.7773943 0 1 1 1 0 1 17 18 19 20 20 1 1 1 1 1
1.7917595 1.2663267 1.1761047 1.3568478 1.3903325 0 0 0 0 0 0 13 13 13 13 13 1 1 0 0 0
1.5040774 1.5674317 1.6760137 1.8115398 2.1083324 0 0 0 1 1 1 12 12 12 12 12 0 0 0 0 0
1.3862944 .99117833 1.309636 1.6107073 1.4394352 1 1 1 1 1 0 12 12 12 12 12 1 1 1 1 1
1.3862944 1.1669542 1.0219539 2.1869607 1.7669387 0 0 0 0 0 0 12 13 14 15 16 1 1 1 0 0
1.6389967 1.9334627 1.7717965 1.9848446 2.0680437 0 0 0 0 0 1 14 14 14 14 14 0 0 0 0 1
1.3862944 1.9334627 1.972324 1.9885098 2.0061684 0 0 0 0 0 1 12 13 14 15 16 1 1 1 1 1
2.3025851 1.4327569 1.1323019 1.3098907 1.8167294 0 0 0 0 0 0 12 12 12 12 12 1 1 1 1 0
1.2089603 1.1876345 1.1019967 1.3545516 1.7669387 0 0 0 0 0 1 15 16 17 17 17 1 1 1 1 1
1.3217559 1.3034662 1.6742791 1.4938136 2.0768933 0 0 0 0 0 0 13 14 15 16 16 1 1 1 1 1
1.2527629 1.2797496 1.2970573 1.4633543 1.5385261 0 0 0 0 0 0 14 14 14 14 14 1 1 1 1 1
.69314718 .92877281 2.8137136 2.8801079 2.3278406 0 0 0 0 0 1 16 16 17 18 19 1 1 1 1 1
2.0806909 .8334626 2.0027833 2.5054145 1.9502608 0 0 0 0 0 1 7 7 7 7 7 1 1 1 1 1
2.1258478 2.1684637 2.5940361 2.585737 2.8665514 0 0 0 0 0 1 12 12 12 12 12 1 1 1 1 1
1.3350011 1.1488814 1.309636 1.388453 1.8167294 0 0 0 0 0 0 12 12 13 14 15 1 1 1 1 1
1.6389967 1.9728968 2.1533561 2.041935 1.9712881 0 0 0 0 0 0 13 13 14 14 14 1 1 1 1 1
1.7917595 1.2929949 1.5327796 1.2402109 1.8167294 0 0 0 0 0 1 8 8 8 8 8 1 1 1 1 1
1.3987169 1.6572725 1.6189573 1.7169572 1.7979833 1 1 1 1 0 0 13 13 13 13 13 1 1 1 1 1
2.3045831 2.2655666 2.2747169 1.3499433 2.2335582 0 0 0 0 0 1 11 11 11 11 11 1 1 1 1 1
1.3862944 1.373847 1.309636 .80066639 .90400368 0 0 0 0 0 0 13 13 13 13 13 1 1 1 1 1
1.2470323 1.1992624 1.458056 1.6017708 1.4681846 0 0 0 0 0 0 16 16 16 16 16 1 1 1 1 1
1.2527629 1.4620713 1.5327796 1.7233367 1.924943 0 0 1 0 0 0 12 12 12 12 12 1 1 1 1 1
1.2669476 1.1817694 1.3488567 1.8500885 2.3965478 0 0 0 0 1 0 14 15 16 16 16 1 1 1 1 1
1.704748 1.7497534 1.6760137 1.8302858 1.8857223 0 0 1 1 1 0 13 14 14 14 14 1 1 1 1 1
1.9183921 1.9237065 1.8649569 1.9059232 2.053494 0 0 0 0 0 0 14 14 14 14 14 1 1 1 1 1
1.6770965 2.0850344 1.6829221 1.7008277 1.7333478 0 1 1 1 1 0 16 16 16 16 16 1 1 1 1 1
2.0502701 1.829796 1.8358427 1.9384995 1.2571136 0 1 1 1 1 0 13 13 13 13 13 1 1 1 0 0
1.2089603 1.2107568 1.4602089 2.0137973 2.8020129 0 0 0 0 0 0 13 14 14 14 14 1 1 1 1 1
1.8484548 1.9138544 1.9567393 1.6335756 1.7426214 0 0 0 1 1 0 13 13 13 13 13 1 1 1 1 1
1.9344158 1.6717918 1.7812009 1.9242965 1.6217567 0 0 0 0 0 1 15 16 16 16 16 0 0 0 0 1
2.4849067 1.8895153 2.2329023 2.5054145 2.5012681 0 0 0 0 0 0 12 12 12 12 12 1 1 1 1 1
1.9501867 2.0374353 2.3587079 2.2749717 2.239192 1 1 1 1 1 0 12 12 12 12 12 1 1 1 1 1
1.6992786 1.9728968 2.0923953 2.1869607 2.2687144 1 1 1 1 1 0 14 14 14 14 14 1 1 1 1 1
1.4655675 1.3835088 2.0923953 2.1869607 2.3965478 0 0 0 0 0 1 12 13 13 13 13 1 1 1 1 1
1.2383742 1.2797496 1.309636 2.5411327 2.6346195 0 0 0 1 1 1 13 14 15 16 16 1 1 1 1 1
1.3862944 1.5674317 1.5966929 1.2061316 1.8857223 1 1 1 0 0 0 12 12 12 12 12 1 1 1 1 1
1.2089603 1.1669542 1.3889091 1.4938136 1.4802572 0 0 0 0 0 1 13 13 14 14 14 1 1 1 1 1
1.6094379 1.812728 1.9448893 1.8612306 1.9210894 0 0 0 0 0 1 14 14 14 14 14 1 1 1 1 1
1.4701759 1.5055563 1.5720003 1.6761352 1.8167294 0 1 0 0 0 1 13 13 13 13 13 1 1 1 1 1
1.3217559 1.1669542 1.6280898 1.8374033 1.8238468 0 0 0 0 0 0 14 15 16 16 16 1 1 1 1 1
1.9487633 2.1684637 2.1458006 2.4400516 2.198097 0 0 0 0 0 1 12 12 12 13 13 1 1 1 1 1
2.1150501 1.9979146 2.1071432 2.0636625 2.2354398 0 0 0 0 0 0 12 12 12 12 12 1 1 1 1 1
.039220676 .14031541 1.9528048 2.101403 2.2991555 0 0 0 0 0 1 14 14 14 14 14 1 1 1 1 1
1.2089603 1.1876345 1.309636 1.4938136 1.5627583 0 0 0 0 0 0 11 12 12 12 12 1 1 1 1 1
-.19845095 1.494861 1.8284298 2.1769104 1.9589727 0 0 0 0 0 0 16 16 16 16 16 1 1 1 1 1
1.9600948 1.986142 2.0027833 2.0407784 1.5516471 1 1 0 1 1 0 13 13 13 14 14 1 1 1 1 1
2.2343063 2.0730438 2.1458006 2.1565015 2.2840507 1 1 1 1 1 1 12 12 12 12 12 1 0 0 1 1
1.2527629 1.5390323 1.5700754 1.557727 1.8167294 0 0 0 1 1 0 13 13 13 13 13 1 1 1 1 1
1.2089603 1.5674317 1.2450975 .80066639 1.7669387 0 0 0 0 0 0 12 12 12 12 12 1 1 1 1 1
1.2947272 1.4281696 1.4274191 1.3194602 1.7669387 0 0 0 0 0 1 13 13 13 13 13 0 0 0 0 1
2.3025851 2.3558891 2.3871949 2.2786281 2.4218256 1 1 1 1 1 1 12 12 12 12 12 1 1 1 1 1
1.6448051 1.8511058 1.9043431 .44399145 1.8586936 0 0 0 1 1 0 12 12 12 12 12 1 1 1 0 1
1.3762441 1.5161384 1.4184904 1.093336 1.449798 0 0 0 0 0 1 12 12 12 12 12 1 1 1 1 1
1.7439687 1.3442882 1.4602089 2.1089993 2.0954428 0 1 1 1 1 0 16 16 16 16 16 0 0 0 0 0
1.2809339 1.2107568 1.2583427 1.5891238 1.7426214 0 1 1 1 1 1 9 9 9 9 9 1 0 1 1 1
1.8325815 1.9979146 1.9382447 1.9836198 1.7773943 1 1 1 0 1 0 12 12 12 12 12 0 0 0 0 0
1.8196988 1.8480892 2.0878134 2.0534294 1.8817142 0 0 0 0 0 0 12 12 12 12 12 0 0 0 0 0
2.3504224 2.3074625 2.3726211 2.2786281 2.0856655 1 1 0 0 1 1 12 12 12 12 12 1 1 1 1 1
1.137833 1.6104912 1.2098156 1.1791029 1.3748966 0 0 0 0 0 0 12 12 12 12 12 1 1 1 1 1
1.5040774 1.4620713 2.0015323 2.0959413 2.0557463 0 0 0 0 0 0 15 16 16 16 16 1 1 0 0 1
2.4458191 2.62661 2.4743481 2.3293281 2.4705415 0 0 0 0 0 1 16 16 16 16 16 1 1 1 1 1
1.7404661 1.8142918 1.7478908 1.7406737 2.2221944 0 0 0 0 1 0 12 13 14 15 16 1 1 1 1 1
1.9671124 2.3263667 2.2747169 2.3980317 2.3565588 0 0 0 0 0 1 12 12 12 12 12 1 1 1 1 1
1.442202 1.3442882 2.056324 2.1471798 2.2288389 0 0 0 0 0 1 11 12 12 12 12 1 1 1 1 1
1.2089603 1.4304659 1.9448893 1.9799366 2.2183776 0 0 0 0 0 0 12 12 12 12 12 1 1 1 1 1
1.9065752 2.162966 2.2087805 2.3109467 2.374711 1 1 1 1 1 0 12 12 12 12 12 1 1 1 1 1
1.0818052 1.2050261 1.3702606 1.1371386 -2.9425914 0 0 0 0 0 0 12 12 12 12 12 1 1 1 1 1
2.0918641 2.2362864 2.4554498 2.2574191 2.3697932 0 1 1 1 1 1 15 16 16 16 16 1 1 1 0 1
1.9095426 1.903904 1.9382447 1.8259909 2.1613319 1 1 0 0 0 0 13 13 13 13 13 1 1 1 1 1
1.6094379 1.5674317 1.5327796 1.6761352 1.7426214 0 0 0 0 0 1 15 15 16 16 16 1 1 1 1 1
1.4701759 1.4281696 1.3935175 1.4736109 1.6625787 0 0 0 0 0 1 12 12 12 12 12 1 1 1 1 1
1.5748465 1.4395984 1.9029628 1.9958003 2.0867565 0 0 1 1 0 1 10 10 10 10 10 1 1 1 1 1
1.5475625 1.5674317 1.5327796 1.5891238 1.7034007 1 1 1 1 1 0 12 12 12 12 12 1 1 1 0 1
1.975469 1.9992142 1.9914694 2.0102236 2.0283785 0 0 0 0 0 0 12 12 12 12 12 1 1 1 1 1
1.5040774 1.3689808 1.3749555 1.6761352 1.6217567 0 0 0 1 1 1 12 12 12 12 12 1 1 1 1 1
1.4562867 1.3567108 1.3935175 1.8444704 1.9502608 0 0 0 0 0 0 14 15 16 17 17 1 1 1 0 1
-.13926207 1.5674317 1.5327796 .94908643 1.8124344 0 0 0 0 0 1 13 14 15 16 16 0 0 0 1 1
2.5997224 2.4724593 2.7740481 3.0875285 2.9323392 0 0 0 0 1 0 16 16 16 16 16 1 1 1 1 1
1.0986123 1.3442882 1.2042755 1.2193767 1.6042432 1 1 1 1 1 1 12 12 12 12 12 1 1 1 1 1
1.1249295 1.4620713 1.4274191 1.3383287 .11767929 0 0 0 0 0 1 12 12 12 12 12 1 1 1 1 1
2.7080503 2.7154689 2.645952 2.6779919 2.686228 1 1 1 1 1 1 12 12 12 12 12 1 1 1 1 1
1.5686159 1.5161384 1.4602089 1.3772798 1.6200191 0 0 0 0 0 0 12 12 12 12 12 1 1 1 1 1
1.3862944 1.5369725 1.3819567 1.6387794 2.0398729 0 0 0 0 0 1 12 13 14 15 16 1 1 1 1 1
1.9021075 1.4620713 1.4274191 1.388453 1.6625787 0 0 0 0 0 1 13 14 15 16 16 1 1 1 1 1
1.6094379 2.2605789 2.631392 2.4101043 2.5788693 0 0 0 0 0 1 16 16 16 16 16 1 1 1 1 1
1.3862944 1.7825431 1.8649569 1.3146869 2.5394354 0 1 1 0 0 1 13 14 14 14 14 1 1 1 0 0
1.3737156 1.5891932 1.5327796 1.4938136 .56895393 0 0 0 0 0 0 13 13 13 13 13 1 1 1 1 1
1.2947272 1.252721 1.2180688 1.1791029 2.6838298 0 0 0 0 0 1 13 14 15 16 16 1 1 1 1 1
1.658228 1.5674317 1.5327796 2.0771458 2.1388128 0 0 0 0 0 0 16 16 16 17 17 1 1 1 1 1
2.0412202 2.0461473 1.309636 1.6353133 2.5062988 1 1 1 1 1 1 13 13 13 13 13 1 1 0 1 1
1.3217559 -.04200618 1.3772947 1.7265114 1.9185121 1 1 1 1 0 0 11 11 11 11 11 1 1 1 1 1
1.8870696 2.242415 1.5327796 1.8302858 1.808121 0 0 0 0 0 1 12 12 12 12 12 1 1 1 1 0
1.4929041 1.4620713 1.5327796 1.0782982 1.2571136 0 1 1 1 1 0 12 12 12 12 12 1 1 1 1 1
1.5475625 1.7580521 1.7966812 1.8345624 1.9651494 1 1 1 1 1 0 12 12 12 12 12 1 1 1 1 1
1.5303947 1.6843255 1.755923 -.0022956235 .093962774 1 1 0 0 0 0 12 12 12 12 12 1 1 0 0 0
1.9459101 1.9728968 1.9710345 1.9638172 2.1083324 0 0 0 0 0 1 12 12 12 12 12 1 1 1 1 1
1.7404661 1.4620713 1.9043431 1.5330342 1.7113689 0 0 0 0 0 1 13 13 13 13 13 1 1 1 1 1
1.4158531 1.5266098 1.5872678 1.7249254 1.7410817 1 1 1 1 1 0 12 12 12 12 12 1 1 1 1 1
1.8718022 1.903904 1.8692518 1.7864832 2.0680437 0 0 0 1 1 1 11 11 11 11 11 1 1 1 1 1
1.6094379 1.903904 2.1861458 1.9638172 2.1823642 1 1 1 1 1 1 7 7 7 7 7 0 0 0 0 0
2.3025851 2.2605789 2.3212368 2.3701153 2.3157716 0 0 0 0 1 1 12 12 12 12 12 1 1 1 1 1
1.2089603 1.3442882 1.1703739 1.6926645 1.4802572 0 0 0 0 0 0 13 13 13 13 13 1 1 1 1 1
1.5581446 1.252721 1.8073764 1.8667555 2.0329921 0 0 0 0 1 0 15 15 16 16 16 1 1 0 1 0
1.2089603 1.3442882 1.6725415 1.5963701 1.7654362 0 0 1 1 1 1 11 12 12 12 12 1 1 1 1 1
1.5040774 1.6162219 1.6725415 1.7561778 2.0976026 0 0 0 0 0 0 12 13 14 15 16 1 1 1 1 1
1.0647107 1.4620713 1.5815697 1.6335756 1.9651494 0 0 0 0 1 1 12 12 12 12 12 1 1 1 1 1
1.2809339 1.3591768 1.3702606 1.4938136 .56895393 0 0 0 1 0 1 12 13 13 13 13 1 1 1 1 1
1.3217559 1.2107568 1.1323019 1.4612905 2.4342289 0 0 0 0 1 1 13 14 15 16 17 1 1 1 1 1
1.7245507 1.7662826 1.6638079 1.7249254 1.7578889 0 0 1 1 1 0 12 12 12 12 12 1 1 1 1 0
1.2089603 1.252721 1.8299168 2.0090296 1.9810325 1 0 0 0 0 1 8 8 8 8 8 0 0 1 1 1
1.6808279 1.5674317 1.5327796 1.2061316 1.8682369 0 0 0 0 0 1 10 10 10 10 10 1 1 1 1 1
1.6094379 1.5410877 1.7951438 1.7939181 1.8857223 1 1 1 1 1 0 12 12 12 12 12 1 1 1 1 1
1.2499018 1.9821869 2.1272109 2.0816002 2.1754024 0 0 0 0 0 1 12 12 12 12 12 1 1 1 1 1
